freeCharge_average,Points:0,Points:1,Points:2
0.000358713,0.001,8.4e-06,3.35e-05
0.000353006,0.001,8.6e-06,3.35e-05
0.000347299,0.001,8.8e-06,3.35e-05
0.000341592,0.001,9e-06,3.35e-05
0.000335885,0.001,9.2e-06,3.35e-05
0.000330178,0.001,9.4e-06,3.35e-05
0.000324471,0.001,9.6e-06,3.35e-05
0.000318764,0.001,9.8e-06,3.35e-05
0.000313057,0.001,1e-05,3.35e-05
0.00030735,0.001,1.02e-05,3.35e-05
0.000301643,0.001,1.04e-05,3.35e-05
0.000295936,0.001,1.06e-05,3.35e-05
0.000290229,0.001,1.08e-05,3.35e-05
0.000284522,0.001,1.1e-05,3.35e-05
0.000278815,0.001,1.12e-05,3.35e-05
0.000273108,0.001,1.14e-05,3.35e-05
0.000267401,0.001,1.16e-05,3.35e-05
0.000258864,0.001,1.18e-05,3.35e-05
0.00024726,0.001,1.2e-05,3.35e-05
0.000235657,0.001,1.22e-05,3.35e-05
0.000224053,0.001,1.24e-05,3.35e-05
0.000212449,0.001,1.26e-05,3.35e-05
0.000200845,0.001,1.28e-05,3.35e-05
0.000189241,0.001,1.3e-05,3.35e-05
0.000177637,0.001,1.32e-05,3.35e-05
0.000166033,0.001,1.34e-05,3.35e-05
0.000154429,0.001,1.36e-05,3.35e-05
0.000142825,0.001,1.38e-05,3.35e-05
0.000131221,0.001,1.4e-05,3.35e-05
0.000119617,0.001,1.42e-05,3.35e-05
0.000108013,0.001,1.44e-05,3.35e-05
9.64094e-05,0.001,1.46e-05,3.35e-05
8.48055e-05,0.001,1.48e-05,3.35e-05
7.32016e-05,0.001,1.5e-05,3.35e-05
6.15976e-05,0.001,1.52e-05,3.35e-05
4.99936e-05,0.001,1.54e-05,3.35e-05
3.83897e-05,0.001,1.56e-05,3.35e-05
2.67858e-05,0.001,1.58e-05,3.35e-05
1.51819e-05,0.001,1.6e-05,3.35e-05
3.57799e-06,0.001,1.62e-05,3.35e-05
-8.02593e-06,0.001,1.64e-05,3.35e-05
-1.96299e-05,0.001,1.66e-05,3.35e-05
-3.12339e-05,0.001,1.68e-05,3.35e-05
-4.28378e-05,0.001,1.7e-05,3.35e-05
-5.44417e-05,0.001,1.72e-05,3.35e-05
-6.60456e-05,0.001,1.74e-05,3.35e-05
-7.76495e-05,0.001,1.76e-05,3.35e-05
-8.92534e-05,0.001,1.78e-05,3.35e-05
-0.000100857,0.001,1.8e-05,3.35e-05
-0.000112461,0.001,1.82e-05,3.35e-05
-0.000124065,0.001,1.84e-05,3.35e-05
-0.000135669,0.001,1.86e-05,3.35e-05
-0.000147273,0.001,1.88e-05,3.35e-05
-0.000158877,0.001,1.9e-05,3.35e-05
-0.000170481,0.001,1.92e-05,3.35e-05
-0.000182085,0.001,1.94e-05,3.35e-05
-0.000193689,0.001,1.96e-05,3.35e-05
-0.000205293,0.001,1.98e-05,3.35e-05
-0.000216897,0.001,2e-05,3.35e-05
-0.000228501,0.001,2.02e-05,3.35e-05
-0.000240105,0.001,2.04e-05,3.35e-05
-0.000251709,0.001,2.06e-05,3.35e-05
-0.000263312,0.001,2.08e-05,3.35e-05
-0.000274916,0.001,2.1e-05,3.35e-05
-0.00028652,0.001,2.12e-05,3.35e-05
-0.000298124,0.001,2.14e-05,3.35e-05
-0.000309728,0.001,2.16e-05,3.35e-05
-0.000321332,0.001,2.18e-05,3.35e-05
-0.000332936,0.001,2.2e-05,3.35e-05
-0.000345033,0.001,2.22e-05,3.35e-05
-0.000357248,0.001,2.24e-05,3.35e-05
-0.000369462,0.001,2.26e-05,3.35e-05
-0.000381676,0.001,2.28e-05,3.35e-05
-0.000393891,0.001,2.3e-05,3.35e-05
-0.000406105,0.001,2.32e-05,3.35e-05
-0.000418319,0.001,2.34e-05,3.35e-05
-0.000430534,0.001,2.36e-05,3.35e-05
-0.000442748,0.001,2.38e-05,3.35e-05
-0.000454962,0.001,2.4e-05,3.35e-05
-0.000467177,0.001,2.42e-05,3.35e-05
-0.000479391,0.001,2.44e-05,3.35e-05
-0.000491605,0.001,2.46e-05,3.35e-05
-0.00050382,0.001,2.48e-05,3.35e-05
-0.000516034,0.001,2.5e-05,3.35e-05
-0.000528248,0.001,2.52e-05,3.35e-05
-0.000540463,0.001,2.54e-05,3.35e-05
-0.000552677,0.001,2.56e-05,3.35e-05
-0.000564891,0.001,2.58e-05,3.35e-05
-0.000577106,0.001,2.6e-05,3.35e-05
-0.00058932,0.001,2.62e-05,3.35e-05
-0.000601534,0.001,2.64e-05,3.35e-05
-0.000613749,0.001,2.66e-05,3.35e-05
-0.000625963,0.001,2.68e-05,3.35e-05
-0.000638177,0.001,2.7e-05,3.35e-05
-0.000650392,0.001,2.72e-05,3.35e-05
-0.000662606,0.001,2.74e-05,3.35e-05
-0.00067482,0.001,2.76e-05,3.35e-05
-0.000687035,0.001,2.78e-05,3.35e-05
-0.000699249,0.001,2.8e-05,3.35e-05
-0.000711463,0.001,2.82e-05,3.35e-05
-0.000723678,0.001,2.84e-05,3.35e-05
-0.000735892,0.001,2.86e-05,3.35e-05
-0.000748106,0.001,2.88e-05,3.35e-05
-0.000760321,0.001,2.9e-05,3.35e-05
-0.000772535,0.001,2.92e-05,3.35e-05
-0.000784749,0.001,2.94e-05,3.35e-05
-0.000796963,0.001,2.96e-05,3.35e-05
-0.000809178,0.001,2.98e-05,3.35e-05
-0.000821392,0.001,3e-05,3.35e-05
-0.000833607,0.001,3.02e-05,3.35e-05
-0.000845821,0.001,3.04e-05,3.35e-05
-0.000858035,0.001,3.06e-05,3.35e-05
-0.00087025,0.001,3.08e-05,3.35e-05
-0.000882464,0.001,3.1e-05,3.35e-05
-0.00089328,0.001,3.12e-05,3.35e-05
-0.000897887,0.001,3.14e-05,3.35e-05
-0.000902495,0.001,3.16e-05,3.35e-05
-0.000907103,0.001,3.18e-05,3.35e-05
-0.000911711,0.001,3.2e-05,3.35e-05
-0.000916318,0.001,3.22e-05,3.35e-05
-0.000920926,0.001,3.24e-05,3.35e-05
-0.000925534,0.001,3.26e-05,3.35e-05
-0.000930141,0.001,3.28e-05,3.35e-05
-0.000934749,0.001,3.3e-05,3.35e-05
-0.000939357,0.001,3.32e-05,3.35e-05
-0.000943965,0.001,3.34e-05,3.35e-05
-0.000948572,0.001,3.36e-05,3.35e-05
-0.00095318,0.001,3.38e-05,3.35e-05
-0.000957788,0.001,3.4e-05,3.35e-05
-0.000962395,0.001,3.42e-05,3.35e-05
-0.000967003,0.001,3.44e-05,3.35e-05
-0.000971611,0.001,3.46e-05,3.35e-05
-0.000976218,0.001,3.48e-05,3.35e-05
-0.000980826,0.001,3.5e-05,3.35e-05
-0.000985434,0.001,3.52e-05,3.35e-05
-0.000990042,0.001,3.54e-05,3.35e-05
-0.000994649,0.001,3.56e-05,3.35e-05
-0.000999257,0.001,3.58e-05,3.35e-05
-0.00100386,0.001,3.6e-05,3.35e-05
-0.00100847,0.001,3.62e-05,3.35e-05
-0.00101308,0.001,3.64e-05,3.35e-05
-0.00101769,0.001,3.66e-05,3.35e-05
-0.0010223,0.001,3.68e-05,3.35e-05
-0.0010269,0.001,3.7e-05,3.35e-05
-0.00103151,0.001,3.72e-05,3.35e-05
-0.00103612,0.001,3.74e-05,3.35e-05
-0.00104073,0.001,3.76e-05,3.35e-05
-0.00104533,0.001,3.78e-05,3.35e-05
-0.00104994,0.001,3.8e-05,3.35e-05
-0.00105455,0.001,3.82e-05,3.35e-05
-0.00105916,0.001,3.84e-05,3.35e-05
-0.00106377,0.001,3.86e-05,3.35e-05
-0.00106837,0.001,3.88e-05,3.35e-05
-0.00107298,0.001,3.9e-05,3.35e-05
-0.00107759,0.001,3.92e-05,3.35e-05
-0.00107298,0.001,3.94e-05,3.35e-05
-0.00106733,0.001,3.96e-05,3.35e-05
-0.00106168,0.001,3.98e-05,3.35e-05
-0.00105603,0.001,4e-05,3.35e-05
-0.00105038,0.001,4.02e-05,3.35e-05
-0.00104473,0.001,4.04e-05,3.35e-05
-0.00103908,0.001,4.06e-05,3.35e-05
-0.00103343,0.001,4.08e-05,3.35e-05
-0.00102778,0.001,4.1e-05,3.35e-05
-0.00102213,0.001,4.12e-05,3.35e-05
-0.00101648,0.001,4.14e-05,3.35e-05
-0.00101083,0.001,4.16e-05,3.35e-05
-0.00100518,0.001,4.18e-05,3.35e-05
-0.000999532,0.001,4.2e-05,3.35e-05
-0.000993882,0.001,4.22e-05,3.35e-05
-0.000988233,0.001,4.24e-05,3.35e-05
-0.000982583,0.001,4.26e-05,3.35e-05
-0.000976934,0.001,4.28e-05,3.35e-05
-0.000971284,0.001,4.3e-05,3.35e-05
-0.000965634,0.001,4.32e-05,3.35e-05
-0.000959985,0.001,4.34e-05,3.35e-05
-0.000954335,0.001,4.36e-05,3.35e-05
-0.000948686,0.001,4.38e-05,3.35e-05
-0.000943036,0.001,4.4e-05,3.35e-05
-0.000937386,0.001,4.42e-05,3.35e-05
-0.000931737,0.001,4.44e-05,3.35e-05
-0.000926087,0.001,4.46e-05,3.35e-05
-0.000920438,0.001,4.48e-05,3.35e-05
-0.000914788,0.001,4.5e-05,3.35e-05
-0.000909139,0.001,4.52e-05,3.35e-05
-0.000903489,0.001,4.54e-05,3.35e-05
-0.000897839,0.001,4.56e-05,3.35e-05
-0.00089219,0.001,4.58e-05,3.35e-05
-0.00088654,0.001,4.6e-05,3.35e-05
-0.000880891,0.001,4.62e-05,3.35e-05
-0.000873656,0.001,4.64e-05,3.35e-05
-0.00086318,0.001,4.66e-05,3.35e-05
-0.000852703,0.001,4.68e-05,3.35e-05
-0.000842227,0.001,4.7e-05,3.35e-05
-0.00083175,0.001,4.72e-05,3.35e-05
-0.000821274,0.001,4.74e-05,3.35e-05
-0.000810798,0.001,4.76e-05,3.35e-05
-0.000800321,0.001,4.78e-05,3.35e-05
-0.000789845,0.001,4.8e-05,3.35e-05
-0.000779368,0.001,4.82e-05,3.35e-05
-0.000768892,0.001,4.84e-05,3.35e-05
-0.000758415,0.001,4.86e-05,3.35e-05
-0.000747939,0.001,4.88e-05,3.35e-05
-0.000737463,0.001,4.9e-05,3.35e-05
-0.000726986,0.001,4.92e-05,3.35e-05
-0.00071651,0.001,4.94e-05,3.35e-05
-0.000706033,0.001,4.96e-05,3.35e-05
-0.000695557,0.001,4.98e-05,3.35e-05
-0.000685081,0.001,5e-05,3.35e-05
-0.000674604,0.001,5.02e-05,3.35e-05
-0.000664128,0.001,5.04e-05,3.35e-05
-0.000653651,0.001,5.06e-05,3.35e-05
-0.000643175,0.001,5.08e-05,3.35e-05
-0.000632698,0.001,5.1e-05,3.35e-05
-0.000622222,0.001,5.12e-05,3.35e-05
-0.000611746,0.001,5.14e-05,3.35e-05
-0.000601269,0.001,5.16e-05,3.35e-05
-0.000590793,0.001,5.18e-05,3.35e-05
-0.000580316,0.001,5.2e-05,3.35e-05
-0.00056984,0.001,5.22e-05,3.35e-05
-0.000559364,0.001,5.24e-05,3.35e-05
-0.000548887,0.001,5.26e-05,3.35e-05
-0.000539394,0.001,5.28e-05,3.35e-05
-0.000529985,0.001,5.3e-05,3.35e-05
-0.000520576,0.001,5.32e-05,3.35e-05
-0.000511167,0.001,5.34e-05,3.35e-05
-0.000501758,0.001,5.36e-05,3.35e-05
-0.000492349,0.001,5.38e-05,3.35e-05
-0.00048294,0.001,5.4e-05,3.35e-05
-0.000473532,0.001,5.42e-05,3.35e-05
-0.000464123,0.001,5.44e-05,3.35e-05
-0.000454714,0.001,5.46e-05,3.35e-05
-0.000445305,0.001,5.48e-05,3.35e-05
-0.000435896,0.001,5.5e-05,3.35e-05
-0.000426487,0.001,5.52e-05,3.35e-05
-0.000417078,0.001,5.54e-05,3.35e-05
-0.00040767,0.001,5.56e-05,3.35e-05
-0.000398261,0.001,5.58e-05,3.35e-05
-0.000388852,0.001,5.6e-05,3.35e-05
-0.000379443,0.001,5.62e-05,3.35e-05
-0.000370034,0.001,5.64e-05,3.35e-05
-0.000360625,0.001,5.66e-05,3.35e-05
-0.000351216,0.001,5.68e-05,3.35e-05
-0.000341807,0.001,5.7e-05,3.35e-05
-0.000332399,0.001,5.72e-05,3.35e-05
-0.00032299,0.001,5.74e-05,3.35e-05
-0.000313581,0.001,5.76e-05,3.35e-05
-0.000304172,0.001,5.78e-05,3.35e-05
-0.000294763,0.001,5.8e-05,3.35e-05
-0.000286135,0.001,5.82e-05,3.35e-05
-0.000280861,0.001,5.84e-05,3.35e-05
-0.000275587,0.001,5.86e-05,3.35e-05
-0.000270313,0.001,5.88e-05,3.35e-05
-0.000265039,0.001,5.9e-05,3.35e-05
-0.000259765,0.001,5.92e-05,3.35e-05
-0.000254491,0.001,5.94e-05,3.35e-05
-0.000249217,0.001,5.96e-05,3.35e-05
-0.000243943,0.001,5.98e-05,3.35e-05
-0.000238669,0.001,6e-05,3.35e-05
-0.000233395,0.001,6.02e-05,3.35e-05
-0.000228121,0.001,6.04e-05,3.35e-05
-0.000222847,0.001,6.06e-05,3.35e-05
-0.000217573,0.001,6.08e-05,3.35e-05
-0.000212299,0.001,6.1e-05,3.35e-05
-0.000207025,0.001,6.12e-05,3.35e-05
-0.000201751,0.001,6.14e-05,3.35e-05
-0.000196477,0.001,6.16e-05,3.35e-05
-0.000191203,0.001,6.18e-05,3.35e-05
-0.000185929,0.001,6.2e-05,3.35e-05
-0.000180655,0.001,6.22e-05,3.35e-05
-0.000175381,0.001,6.24e-05,3.35e-05
-0.000170107,0.001,6.26e-05,3.35e-05
-0.000164833,0.001,6.28e-05,3.35e-05
-0.000159559,0.001,6.3e-05,3.35e-05
-0.000157446,0.001,6.32e-05,3.35e-05
-0.000156674,0.001,6.34e-05,3.35e-05
-0.000155903,0.001,6.36e-05,3.35e-05
-0.000155131,0.001,6.38e-05,3.35e-05
-0.000154359,0.001,6.4e-05,3.35e-05
-0.000153587,0.001,6.42e-05,3.35e-05
-0.000152815,0.001,6.44e-05,3.35e-05
-0.000152043,0.001,6.46e-05,3.35e-05
-0.000151272,0.001,6.48e-05,3.35e-05
-0.0001505,0.001,6.5e-05,3.35e-05
-0.000149728,0.001,6.52e-05,3.35e-05
-0.000148956,0.001,6.54e-05,3.35e-05
-0.000148184,0.001,6.56e-05,3.35e-05
-0.000147412,0.001,6.58e-05,3.35e-05
-0.000146641,0.001,6.6e-05,3.35e-05
-0.000145869,0.001,6.62e-05,3.35e-05
-0.000145097,0.001,6.64e-05,3.35e-05
-0.000144325,0.001,6.66e-05,3.35e-05
-0.000143553,0.001,6.68e-05,3.35e-05
-0.000142781,0.001,6.7e-05,3.35e-05
-0.00014201,0.001,6.72e-05,3.35e-05
-0.000141521,0.001,6.74e-05,3.35e-05
-0.000144236,0.001,6.76e-05,3.35e-05
-0.000146951,0.001,6.78e-05,3.35e-05
-0.000149665,0.001,6.8e-05,3.35e-05
-0.00015238,0.001,6.82e-05,3.35e-05
-0.000155095,0.001,6.84e-05,3.35e-05
-0.00015781,0.001,6.86e-05,3.35e-05
-0.000160524,0.001,6.88e-05,3.35e-05
-0.000163239,0.001,6.9e-05,3.35e-05
-0.000165954,0.001,6.92e-05,3.35e-05
-0.000168668,0.001,6.94e-05,3.35e-05
-0.000171383,0.001,6.96e-05,3.35e-05
-0.000174098,0.001,6.98e-05,3.35e-05
-0.000176813,0.001,7e-05,3.35e-05
-0.000179527,0.001,7.02e-05,3.35e-05
-0.000182242,0.001,7.04e-05,3.35e-05
-0.000184957,0.001,7.06e-05,3.35e-05
-0.000187671,0.001,7.08e-05,3.35e-05
-0.000190386,0.001,7.1e-05,3.35e-05
-0.000193101,0.001,7.12e-05,3.35e-05
-0.00019696,0.001,7.14e-05,3.35e-05
-0.000200829,0.001,7.16e-05,3.35e-05
-0.000204699,0.001,7.18e-05,3.35e-05
-0.000208569,0.001,7.2e-05,3.35e-05
-0.000212438,0.001,7.22e-05,3.35e-05
-0.000216308,0.001,7.24e-05,3.35e-05
-0.000220178,0.001,7.26e-05,3.35e-05
-0.000224047,0.001,7.28e-05,3.35e-05
-0.000227917,0.001,7.3e-05,3.35e-05
-0.000231786,0.001,7.32e-05,3.35e-05
-0.000235656,0.001,7.34e-05,3.35e-05
-0.000239526,0.001,7.36e-05,3.35e-05
-0.000243396,0.001,7.38e-05,3.35e-05
-0.000247265,0.001,7.4e-05,3.35e-05
-0.000251135,0.001,7.42e-05,3.35e-05
-0.000255004,0.001,7.44e-05,3.35e-05
-0.000258724,0.001,7.46e-05,3.35e-05
-0.000261476,0.001,7.48e-05,3.35e-05
-0.000264228,0.001,7.5e-05,3.35e-05
-0.00026698,0.001,7.52e-05,3.35e-05
-0.000269732,0.001,7.54e-05,3.35e-05
-0.000272485,0.001,7.56e-05,3.35e-05
-0.000275237,0.001,7.58e-05,3.35e-05
-0.000277989,0.001,7.6e-05,3.35e-05
-0.000280741,0.001,7.62e-05,3.35e-05
-0.000283493,0.001,7.64e-05,3.35e-05
-0.000286245,0.001,7.66e-05,3.35e-05
-0.000288998,0.001,7.68e-05,3.35e-05
-0.00029175,0.001,7.7e-05,3.35e-05
-0.000294502,0.001,7.72e-05,3.35e-05
-0.000297254,0.001,7.74e-05,3.35e-05
-0.000299588,0.001,7.76e-05,3.35e-05
-0.000300673,0.001,7.78e-05,3.35e-05
-0.000301759,0.001,7.8e-05,3.35e-05
-0.000302844,0.001,7.82e-05,3.35e-05
-0.000303929,0.001,7.84e-05,3.35e-05
-0.000305014,0.001,7.86e-05,3.35e-05
-0.000306099,0.001,7.88e-05,3.35e-05
-0.000307185,0.001,7.9e-05,3.35e-05
-0.00030827,0.001,7.92e-05,3.35e-05
-0.000309355,0.001,7.94e-05,3.35e-05
-0.00031044,0.001,7.96e-05,3.35e-05
-0.000311525,0.001,7.98e-05,3.35e-05
-0.000312611,0.001,8e-05,3.35e-05
-0.000313583,0.001,8.02e-05,3.35e-05
-0.000313636,0.001,8.04e-05,3.35e-05
-0.000313688,0.001,8.06e-05,3.35e-05
-0.00031374,0.001,8.08e-05,3.35e-05
-0.000313792,0.001,8.1e-05,3.35e-05
-0.000313844,0.001,8.12e-05,3.35e-05
-0.000313896,0.001,8.14e-05,3.35e-05
-0.000313948,0.001,8.16e-05,3.35e-05
-0.000314,0.001,8.18e-05,3.35e-05
-0.000314052,0.001,8.2e-05,3.35e-05
-0.000314104,0.001,8.22e-05,3.35e-05
-0.000314156,0.001,8.24e-05,3.35e-05
-0.000314007,0.001,8.26e-05,3.35e-05
-0.000313661,0.001,8.28e-05,3.35e-05
-0.000313316,0.001,8.3e-05,3.35e-05
-0.00031297,0.001,8.32e-05,3.35e-05
-0.000312624,0.001,8.34e-05,3.35e-05
-0.000312278,0.001,8.36e-05,3.35e-05
-0.000311933,0.001,8.38e-05,3.35e-05
-0.000311587,0.001,8.4e-05,3.35e-05
-0.000311241,0.001,8.42e-05,3.35e-05
-0.000310895,0.001,8.44e-05,3.35e-05
-0.000310527,0.001,8.46e-05,3.35e-05
-0.000310092,0.001,8.48e-05,3.35e-05
-0.000309658,0.001,8.5e-05,3.35e-05
-0.000309223,0.001,8.52e-05,3.35e-05
-0.000308789,0.001,8.54e-05,3.35e-05
-0.000308355,0.001,8.56e-05,3.35e-05
-0.00030792,0.001,8.58e-05,3.35e-05
-0.000307486,0.001,8.6e-05,3.35e-05
-0.000307051,0.001,8.62e-05,3.35e-05
-0.000306619,0.001,8.64e-05,3.35e-05
-0.000306194,0.001,8.66e-05,3.35e-05
-0.000305769,0.001,8.68e-05,3.35e-05
-0.000305343,0.001,8.7e-05,3.35e-05
-0.000304918,0.001,8.72e-05,3.35e-05
-0.000304493,0.001,8.74e-05,3.35e-05
-0.000304068,0.001,8.76e-05,3.35e-05
-0.000303643,0.001,8.78e-05,3.35e-05
-0.000303214,0.001,8.8e-05,3.35e-05
-0.000302769,0.001,8.82e-05,3.35e-05
-0.000302325,0.001,8.84e-05,3.35e-05
-0.00030188,0.001,8.86e-05,3.35e-05
-0.000301436,0.001,8.88e-05,3.35e-05
-0.000300992,0.001,8.9e-05,3.35e-05
-0.000300547,0.001,8.92e-05,3.35e-05
-0.000300097,0.001,8.94e-05,3.35e-05
-0.000299614,0.001,8.96e-05,3.35e-05
-0.000299132,0.001,8.98e-05,3.35e-05
-0.00029865,0.001,9e-05,3.35e-05
-0.000298168,0.001,9.02e-05,3.35e-05
-0.000297686,0.001,9.04e-05,3.35e-05
-0.000297204,0.001,9.06e-05,3.35e-05
-0.000296699,0.001,9.08e-05,3.35e-05
-0.000296193,0.001,9.1e-05,3.35e-05
-0.000295686,0.001,9.12e-05,3.35e-05
-0.00029518,0.001,9.14e-05,3.35e-05
-0.000294674,0.001,9.16e-05,3.35e-05
-0.000294163,0.001,9.18e-05,3.35e-05
-0.000293647,0.001,9.2e-05,3.35e-05
-0.00029313,0.001,9.22e-05,3.35e-05
-0.000292614,0.001,9.24e-05,3.35e-05
-0.000292097,0.001,9.26e-05,3.35e-05
-0.000291584,0.001,9.28e-05,3.35e-05
-0.000291073,0.001,9.3e-05,3.35e-05
-0.000290561,0.001,9.32e-05,3.35e-05
-0.00029005,0.001,9.34e-05,3.35e-05
-0.000289543,0.001,9.36e-05,3.35e-05
-0.000289048,0.001,9.38e-05,3.35e-05
-0.000288553,0.001,9.4e-05,3.35e-05
-0.000288057,0.001,9.42e-05,3.35e-05
-0.000287573,0.001,9.44e-05,3.35e-05
-0.000287098,0.001,9.46e-05,3.35e-05
-0.000286624,0.001,9.48e-05,3.35e-05
-0.000286154,0.001,9.5e-05,3.35e-05
-0.000285705,0.001,9.52e-05,3.35e-05
-0.000285257,0.001,9.54e-05,3.35e-05
-0.000284814,0.001,9.56e-05,3.35e-05
-0.000284396,0.001,9.58e-05,3.35e-05
-0.000283977,0.001,9.6e-05,3.35e-05
-0.000283578,0.001,9.62e-05,3.35e-05
-0.000283191,0.001,9.64e-05,3.35e-05
-0.000282814,0.001,9.66e-05,3.35e-05
-0.000282459,0.001,9.68e-05,3.35e-05
-0.000282113,0.001,9.7e-05,3.35e-05
-0.000281791,0.001,9.72e-05,3.35e-05
-0.000281484,0.001,9.74e-05,3.35e-05
-0.000281192,0.001,9.76e-05,3.35e-05
-0.000280928,0.001,9.78e-05,3.35e-05
-0.00028068,0.001,9.8e-05,3.35e-05
-0.000280452,0.001,9.82e-05,3.35e-05
-0.000280247,0.001,9.84e-05,3.35e-05
-0.000280065,0.001,9.86e-05,3.35e-05
-0.000279905,0.001,9.88e-05,3.35e-05
-0.000279767,0.001,9.9e-05,3.35e-05
-0.000279653,0.001,9.92e-05,3.35e-05
-0.000279562,0.001,9.94e-05,3.35e-05
-0.000279491,0.001,9.96e-05,3.35e-05
0.00496237,0.001,9.98e-05,3.35e-05
3.29357e+06,0.001,0.0001,3.35e-05
